@relation sms

@attribute ncharacter real
@attribute ndollars real
@attribute nnumeric real
@attribute nuppercase real
@attribute type {ham, spam}

@data
170,0,0,13,ham
51,0,2,0,ham
165,0,0,4,ham
37,0,0,0,ham
76,0,0,1,ham
39,0,0,0,ham
109,0,0,0,ham
14,0,0,0,ham
100,0,2,0,ham
34,0,0,1,ham
162,0,0,0,ham
29,0,0,0,ham
46,0,0,0,ham
111,0,1,0,ham
37,0,0,0,ham
119,0,2,0,ham
52,0,0,1,ham
32,0,0,0,ham
35,0,0,0,ham
296,0,4,4,ham
85,0,0,0,ham
75,0,0,0,ham
109,0,15,0,spam
127,0,0,0,ham
64,0,0,0,ham
63,0,0,0,ham
25,0,0,1,ham
34,0,0,0,ham
39,0,0,1,ham
36,0,2,0,ham
164,0,19,6,spam
71,0,0,0,ham
76,0,0,1,spam
72,0,0,0,ham
100,0,1,2,ham
37,0,0,0,ham
28,0,0,0,ham
43,0,1,1,ham
60,0,0,1,ham
147,0,1,0,ham
149,0,0,3,ham
35,0,0,1,ham
33,0,0,1,ham
88,0,0,0,ham
45,0,0,0,ham
37,0,2,0,ham
58,0,0,0,ham
123,0,0,0,ham
168,0,21,1,spam
159,0,3,0,spam
41,0,0,0,ham
41,0,1,0,ham
42,0,0,1,ham
59,0,1,1,ham
51,0,0,1,ham
139,0,17,3,spam
70,0,0,0,ham
138,0,13,7,spam
44,0,1,0,ham
44,0,0,0,ham
49,0,0,1,ham
87,0,0,0,ham
30,0,0,0,ham
160,0,0,0,ham
159,0,11,1,spam
158,0,1,3,ham
49,0,0,0,ham
124,1,0,0,ham
60,0,1,0,ham
131,0,0,0,ham
142,0,8,3,spam
114,0,0,0,ham
72,0,0,0,ham
21,0,0,0,ham
57,0,0,1,ham
53,0,0,0,ham
9,0,0,0,ham
40,0,0,0,ham
100,0,4,0,ham
62,0,0,0,ham
137,0,2,29,ham
61,0,1,14,ham
67,0,0,0,ham
30,0,0,0,ham
45,0,0,0,ham
53,0,0,0,ham
160,0,15,1,spam
37,0,0,1,ham
54,0,0,0,ham
250,0,0,3,ham
47,0,2,0,ham
46,0,0,1,ham
56,0,0,1,ham
86,2,7,0,ham
179,0,24,1,spam
14,0,0,0,ham
141,0,0,0,ham
14,0,0,0,ham
30,0,1,0,ham
32,0,0,1,ham
116,0,21,2,spam
50,0,0,0,ham
120,0,0,1,ham
70,0,0,0,ham
146,0,1,1,ham
33,0,0,0,ham
161,0,31,3,spam
35,0,0,5,ham
60,0,0,2,ham
66,0,0,0,ham
49,0,0,0,ham
31,0,0,0,ham
90,0,0,1,ham
28,0,0,0,ham
32,0,0,0,ham
52,0,1,0,ham
154,0,18,1,spam
56,0,0,0,ham
131,0,0,2,ham
37,0,0,0,ham
29,0,0,0,ham
114,0,0,0,ham
53,0,0,0,ham
103,0,0,1,ham
164,0,0,1,ham
55,0,0,0,ham
70,0,0,0,ham
34,0,0,0,ham
92,0,0,0,ham
32,0,0,0,ham
38,0,0,1,ham
38,0,0,1,ham
32,0,0,0,ham
31,0,0,0,ham
10,0,0,0,ham
38,0,0,0,ham
39,0,0,0,ham
138,0,0,1,spam
171,0,23,2,spam
34,0,0,0,ham
35,0,0,1,ham
147,0,0,0,ham
39,0,0,0,ham
168,0,11,1,spam
136,0,11,0,spam
122,0,0,0,ham
52,0,0,0,ham
32,0,0,0,ham
160,0,0,1,ham
46,0,1,1,ham
141,0,0,3,ham
61,0,0,0,ham
69,0,0,0,ham
55,0,1,0,ham
144,0,3,0,spam
451,0,11,7,ham
32,0,0,0,ham
111,0,0,3,ham
71,0,0,0,ham
59,0,1,0,ham
163,0,18,3,spam
93,0,0,0,ham
9,0,0,0,ham
59,0,0,1,ham
63,0,0,0,ham
159,0,23,6,spam
32,0,3,0,ham
166,0,24,2,spam
100,0,0,1,ham
100,0,0,2,ham
57,0,0,0,ham
85,0,1,0,ham
68,0,0,0,ham
30,0,7,3,spam
78,0,0,0,ham
176,0,2,1,ham
176,0,0,1,ham
64,0,0,0,ham
61,0,1,0,ham
162,0,7,2,spam
118,0,0,0,ham
55,0,0,1,ham
166,0,14,7,spam
30,0,0,0,ham
29,0,0,0,ham
124,0,20,0,spam
186,0,0,0,ham
106,0,0,0,ham
59,0,0,1,ham
101,0,0,1,ham
64,0,0,1,ham
173,0,0,0,ham
19,0,0,0,ham
141,0,11,4,spam
51,0,0,0,ham
14,0,0,0,ham
51,0,0,0,ham
89,0,0,0,ham
78,0,0,0,ham
24,0,0,1,ham
49,0,0,0,ham
51,0,0,0,ham
40,0,0,0,ham
157,0,25,2,spam
173,0,23,3,spam
33,0,0,1,ham
58,0,0,0,ham
87,0,0,1,ham
30,0,0,0,ham
53,0,0,0,ham
34,0,0,1,ham
46,0,0,1,ham
104,0,0,0,ham
62,0,0,0,ham
27,0,0,0,ham
20,0,0,0,ham
164,0,16,4,spam
124,0,0,0,ham
159,0,0,0,ham
32,0,0,0,ham
33,0,1,1,ham
34,0,0,1,ham
33,0,0,0,ham
94,0,0,0,ham
61,0,0,0,ham
58,0,2,0,ham
42,0,1,0,ham
31,0,0,0,ham
136,0,0,0,ham
74,0,0,1,ham
26,0,0,0,ham
94,0,0,0,ham
42,0,0,0,ham
42,0,1,0,ham
109,0,0,1,ham
47,0,0,1,ham
68,0,0,2,ham
55,0,0,1,ham
170,0,0,13,ham
207,0,0,0,ham
46,0,0,0,ham
161,0,12,1,spam
43,0,0,0,ham
31,0,0,1,ham
147,0,2,0,spam
34,0,0,0,ham
21,0,0,0,ham
28,0,0,0,ham
130,0,0,0,spam
53,0,0,0,ham
36,0,0,0,ham
33,0,0,0,ham
123,0,0,0,ham
131,0,23,2,spam
34,0,0,1,ham
68,0,1,2,ham
111,0,0,0,ham
126,0,0,0,ham
51,0,1,0,ham
29,0,0,0,ham
27,0,0,0,ham
121,0,0,0,ham
85,0,1,0,ham
62,0,0,1,ham
48,0,0,0,ham
132,0,31,1,spam
124,0,0,0,ham
62,0,0,0,ham
50,0,0,0,ham
149,0,0,3,ham
37,0,0,1,ham
74,0,0,1,ham
84,0,0,1,ham
154,0,0,0,ham
68,0,0,0,ham
162,0,0,0,ham
34,0,0,0,ham
150,0,0,0,ham
39,0,0,3,spam
27,0,0,0,ham
37,0,0,1,ham
15,0,0,0,ham
164,0,13,1,spam
66,0,0,1,ham
62,0,1,2,ham
41,0,0,0,ham
57,0,0,0,ham
170,0,0,13,ham
140,0,0,0,ham
62,0,0,0,ham
62,0,1,0,ham
73,0,0,0,ham
168,0,17,8,spam
128,0,1,2,ham
116,0,0,0,ham
142,0,10,1,spam
42,0,0,0,ham
158,0,0,0,spam
79,0,1,0,ham
52,0,0,1,ham
165,0,18,4,spam
14,0,0,0,ham
156,0,0,0,ham
49,0,0,0,ham
166,0,31,5,spam
28,0,0,0,ham
31,0,1,0,ham
40,0,0,0,ham
118,0,32,5,spam
34,0,0,1,ham
138,0,0,1,ham
33,0,0,0,ham
28,0,1,0,ham
57,0,0,0,ham
60,0,0,0,ham
136,0,0,5,ham
16,0,0,0,ham
32,0,0,0,ham
95,0,0,0,ham
171,0,2,1,ham
47,0,0,0,ham
37,0,0,0,ham
165,0,11,2,spam
595,0,2,9,ham
159,0,23,10,spam
79,0,0,0,ham
44,0,0,0,ham
31,0,0,0,ham
62,0,1,1,ham
58,0,0,0,ham
99,0,0,0,ham
283,0,0,6,ham
87,0,0,0,ham
165,0,1,1,ham
158,0,0,1,ham
65,0,0,1,ham
56,0,0,1,ham
58,0,2,0,spam
145,0,0,0,ham
109,0,0,1,ham
80,0,0,0,ham
34,0,0,0,ham
149,0,0,1,ham
47,0,0,0,ham
173,0,0,0,ham
160,0,23,10,spam
135,0,1,2,ham
20,0,0,0,ham
36,0,0,1,ham
57,0,0,0,ham
241,0,0,1,ham
55,0,0,0,ham
108,0,0,0,ham
148,0,12,4,spam
30,0,0,1,ham
160,0,18,2,spam
54,0,0,1,ham
52,0,0,0,ham
32,0,0,0,ham
82,0,0,0,ham
32,0,0,1,ham
39,0,0,0,ham
27,0,0,1,ham
100,0,0,1,ham
27,0,0,0,ham
59,0,0,0,ham
74,0,0,1,ham
78,0,2,0,ham
61,0,0,1,ham
37,0,0,1,ham
30,0,0,0,ham
171,0,17,1,spam
70,0,0,1,ham
48,0,1,0,ham
128,0,2,1,ham
60,0,0,1,ham
145,0,28,5,spam
129,0,0,0,ham
32,0,0,0,ham
146,0,2,34,ham
116,0,0,1,ham
132,0,0,0,ham
11,0,0,1,ham
147,0,0,0,ham
142,0,21,2,spam
51,0,0,0,ham
39,0,0,0,ham
94,0,0,0,ham
69,0,0,1,ham
154,0,3,5,spam
82,0,1,1,ham
52,0,0,1,ham
47,0,0,0,ham
34,0,0,0,ham
42,0,0,0,ham
92,0,2,1,ham
54,0,0,0,ham
38,0,0,0,ham
28,0,0,0,ham
72,0,0,0,ham
37,0,0,0,ham
36,0,0,0,ham
30,0,0,1,ham
16,0,0,0,ham
133,0,0,2,ham
38,0,0,0,ham
35,0,0,0,ham
188,0,14,1,ham
161,0,1,0,ham
52,0,3,0,ham
39,0,0,0,ham
144,0,0,3,ham
106,0,0,0,ham
64,0,0,0,ham
48,0,0,0,ham
54,0,12,0,spam
100,0,1,1,ham
149,0,1,0,ham
43,0,0,0,ham
106,0,11,0,spam
334,0,0,1,ham
34,0,2,0,ham
41,0,0,1,ham
92,0,1,0,ham
40,0,0,0,ham
67,0,0,1,ham
37,0,0,0,ham
29,0,0,0,ham
127,0,21,1,spam
119,0,0,0,ham
62,0,1,0,ham
31,0,0,0,ham
115,0,0,1,ham
153,0,25,6,spam
152,0,0,1,ham
37,0,0,0,ham
156,0,1,0,ham
45,0,0,5,ham
35,0,0,0,ham
143,0,0,0,spam
99,0,0,0,ham
35,0,0,0,ham
169,0,0,3,ham
45,0,0,0,ham
51,0,0,0,ham
28,0,0,1,ham
324,0,2,0,ham
70,0,0,0,ham
29,0,0,0,ham
49,0,0,0,ham
52,0,0,0,ham
59,0,1,3,ham
33,0,0,0,ham
65,0,1,0,ham
167,0,19,2,spam
146,0,1,0,ham
160,0,8,2,ham
42,0,0,0,ham
37,0,0,0,ham
150,0,1,1,ham
64,0,0,1,ham
112,0,8,1,spam
103,0,0,2,ham
35,0,0,0,ham
153,0,15,3,spam
133,0,0,0,ham
130,0,23,4,spam
46,0,0,1,ham
35,0,0,0,ham
164,0,0,1,ham
76,0,0,0,ham
117,0,0,0,ham
48,0,0,0,ham
19,0,1,0,ham
56,0,0,0,ham
52,0,0,0,ham
140,0,5,1,spam
49,0,0,0,ham
31,0,0,1,ham
118,0,32,5,spam
28,0,0,0,ham
35,0,0,0,ham
113,0,0,1,ham
170,0,19,0,spam
116,0,19,0,spam
124,0,0,3,ham
44,0,0,0,ham
80,0,0,0,ham
158,0,11,6,spam
51,0,1,1,ham
56,0,0,0,ham
468,0,1,8,ham
132,0,0,0,ham
49,0,0,1,ham
39,0,1,0,ham
77,0,0,2,ham
35,0,0,0,ham
32,0,0,0,ham
53,0,0,0,ham
95,0,0,1,ham
59,0,0,0,ham
52,0,0,2,ham
27,0,0,0,ham
46,0,0,0,ham
42,0,0,0,ham
180,0,0,1,ham
100,0,2,0,ham
74,0,0,0,ham
34,0,0,0,ham
52,0,0,0,ham
98,0,0,0,ham
37,0,0,1,ham
51,0,0,0,ham
68,0,0,0,ham
82,0,0,2,ham
300,0,0,2,ham
44,0,0,0,ham
125,0,0,1,ham
47,0,5,0,ham
174,0,2,0,ham
108,0,0,0,ham
37,0,0,0,ham
157,0,1,2,ham
45,0,0,0,ham
90,0,0,2,ham
7,0,0,0,ham
142,0,0,0,ham
54,0,0,0,ham
37,0,0,0,ham
34,0,0,0,ham
158,0,15,16,spam
29,0,0,0,ham
79,0,0,1,ham
147,0,0,0,spam
249,0,0,0,ham
45,0,0,1,ham
71,0,0,0,ham
30,0,0,0,ham
155,0,14,0,spam
31,0,0,0,ham
34,0,0,0,ham
127,0,5,1,spam
28,0,0,0,ham
43,0,0,0,ham
38,0,0,0,ham
60,0,1,0,ham
51,0,0,0,ham
27,0,0,0,ham
47,0,0,0,ham
40,0,0,1,ham
58,0,0,1,ham
119,0,0,0,ham
44,0,0,0,ham
43,0,0,0,ham
134,0,0,2,ham
72,0,0,1,ham
152,0,0,0,ham
68,0,0,0,ham
43,0,0,1,ham
87,0,4,1,ham
20,0,0,0,ham
158,0,0,3,ham
47,0,0,0,ham
162,0,0,0,ham
55,0,0,0,ham
57,0,0,0,ham
146,0,3,14,spam
61,0,0,1,ham
54,0,4,0,ham
72,0,3,0,ham
144,0,0,0,ham
115,0,0,0,ham
44,0,0,0,ham
45,0,0,0,ham
30,0,0,1,ham
118,0,0,0,ham
33,0,0,0,ham
53,0,0,0,ham
65,0,0,0,ham
71,0,0,0,ham
31,0,0,0,ham
304,0,0,0,ham
153,0,0,1,ham
154,0,1,0,ham
159,0,0,4,ham
118,0,20,1,spam
87,0,0,0,ham
40,0,0,0,ham
38,0,0,0,ham
75,0,0,0,ham
37,0,1,1,ham
40,0,0,0,ham
28,0,0,0,ham
81,0,0,1,ham
29,0,0,0,ham
46,0,0,0,ham
53,0,0,0,ham
149,0,19,2,spam
64,0,0,0,ham
58,0,0,0,ham
145,0,20,5,spam
24,0,1,1,ham
56,0,0,0,ham
127,0,0,1,ham
60,0,0,1,ham
27,0,1,0,ham
164,0,7,0,spam
160,0,0,4,ham
30,0,0,0,ham
44,0,0,0,ham
124,0,0,0,ham
109,0,0,0,ham
50,0,0,2,ham
23,0,0,0,ham
24,0,0,0,ham
150,0,4,11,spam
35,0,0,0,ham
96,0,1,0,ham
161,0,1,3,ham
52,0,0,1,ham
47,0,0,1,ham
123,0,2,18,ham
118,0,0,0,ham
141,0,1,22,ham
45,0,0,0,ham
48,0,0,1,ham
34,0,0,0,ham
151,0,22,3,spam
66,0,0,3,ham
166,0,23,3,spam
10,0,0,0,ham
38,0,0,0,ham
46,0,0,0,ham
65,0,0,10,ham
49,0,0,1,ham
37,0,0,0,ham
92,0,0,0,ham
71,0,0,1,ham
157,0,37,3,spam
155,0,0,3,ham
61,0,0,0,ham
109,0,23,4,spam
155,0,0,0,ham
60,0,0,0,ham
42,0,0,0,ham
38,0,0,0,ham
43,0,1,0,ham
64,0,0,0,ham
122,0,0,1,spam
32,0,0,0,ham
164,0,29,5,spam
59,0,0,1,ham
35,0,0,1,ham
38,0,0,1,ham
97,0,3,0,ham
64,0,0,0,ham
167,0,0,0,ham
137,0,0,3,ham
116,0,3,0,ham
57,0,0,1,ham
70,0,1,11,ham
64,0,0,1,ham
28,0,0,0,ham
161,0,19,3,spam
46,0,1,0,ham
141,0,1,0,ham
152,0,25,4,spam
40,0,0,0,ham
74,0,0,1,ham
73,0,0,0,ham
73,0,0,1,ham
56,0,0,0,ham
101,0,0,0,ham
51,0,2,0,ham
52,0,0,0,ham
55,0,0,1,ham
33,0,0,0,ham
115,0,0,0,ham
102,0,0,0,ham
51,0,0,0,ham
97,0,0,0,ham
18,0,0,0,ham
46,0,0,0,ham
70,0,0,2,ham
139,0,4,0,ham
152,0,1,2,ham
138,0,2,25,ham
38,0,0,0,ham
19,0,0,0,ham
112,0,0,0,ham
47,0,0,1,ham
164,0,19,3,spam
45,0,0,1,ham
52,0,0,0,ham
85,0,0,2,ham
77,0,0,0,ham
165,0,16,0,spam
157,0,0,2,ham
38,0,0,0,ham
38,0,0,0,ham
37,0,0,1,ham
288,0,9,0,ham
49,0,0,0,ham
144,0,22,2,spam
148,0,28,5,spam
109,0,0,1,ham
39,0,0,0,ham
78,0,0,0,ham
154,0,0,0,ham
24,0,0,0,ham
29,0,0,0,ham
99,0,0,0,ham
91,0,0,1,ham
33,0,0,0,ham
45,0,0,0,ham
141,0,0,0,ham
52,0,0,0,ham
71,0,0,0,ham
68,0,0,0,ham
152,0,3,0,ham
54,0,0,0,ham
158,0,5,0,ham
42,0,0,0,ham
46,0,0,0,ham
39,0,0,1,ham
31,0,0,1,ham
34,0,0,0,ham
55,0,1,0,ham
40,0,0,1,ham
43,0,0,1,ham
46,0,0,11,ham
123,0,0,1,ham
64,0,0,0,ham
120,0,0,1,ham
164,0,18,4,spam
56,0,0,0,ham
87,0,0,0,ham
34,0,0,1,ham
28,0,0,0,ham
77,0,0,1,ham
181,0,33,0,spam
77,0,0,0,ham
38,0,0,0,ham
116,0,0,0,ham
39,0,0,0,ham
91,0,0,1,ham
56,0,12,0,spam
128,0,0,2,ham
66,0,0,1,ham
19,0,0,0,ham
125,0,0,1,ham
83,0,0,1,ham
55,0,0,0,ham
32,0,0,0,ham
451,0,11,7,ham
84,0,0,0,ham
88,0,0,1,ham
67,0,0,1,ham
38,0,0,0,ham
73,0,0,16,ham
112,0,0,1,ham
42,0,0,0,ham
139,0,0,0,ham
147,0,18,3,spam
111,0,13,0,spam
74,0,11,0,ham
92,0,0,0,ham
43,0,0,0,ham
119,0,2,3,ham
158,0,0,3,ham
84,0,0,0,ham
85,0,2,0,ham
163,0,22,0,spam
140,0,5,1,spam
165,0,0,7,ham
40,0,0,0,ham
46,0,0,2,spam
170,0,0,3,ham
49,0,0,1,ham
158,0,0,26,ham
325,0,10,0,ham
98,0,3,21,ham
155,0,0,0,ham
55,0,0,0,ham
76,0,0,0,ham
60,0,0,0,ham
163,0,0,35,ham
59,0,0,2,ham
120,0,0,0,ham
75,0,1,0,ham
154,0,14,3,spam
82,0,0,1,ham
79,0,0,0,ham
38,0,0,0,ham
37,0,0,0,ham
96,0,0,2,ham
27,0,0,0,ham
153,0,0,0,ham
152,0,1,2,ham
131,0,0,2,ham
33,0,0,0,ham
57,0,0,0,ham
41,0,2,0,ham
133,0,1,1,ham
52,0,0,0,ham
32,0,0,0,ham
46,0,0,0,ham
133,0,2,1,ham
148,0,17,0,spam
90,0,0,0,ham
48,0,0,0,ham
33,0,0,0,ham
39,0,0,8,ham
46,0,0,0,ham
59,0,0,3,ham
97,0,0,1,ham
40,0,0,0,ham
39,0,0,1,ham
98,0,0,1,ham
57,0,0,1,ham
50,0,0,0,ham
59,0,0,0,ham
82,0,0,1,ham
29,0,0,0,ham
27,0,0,0,ham
373,0,1,0,ham
33,0,0,0,ham
87,0,0,0,ham
59,0,0,1,ham
73,0,0,1,ham
34,0,1,0,ham
120,0,0,1,ham
74,0,0,1,ham
101,0,0,2,ham
84,0,11,1,spam
30,0,0,0,ham
109,0,0,0,ham
49,0,0,0,ham
23,0,0,0,ham
54,0,0,0,ham
29,0,0,0,ham
36,0,0,1,ham
44,0,0,1,ham
47,0,0,0,ham
74,0,0,1,ham
84,0,0,0,ham
122,0,0,0,ham
43,0,0,0,ham
72,0,0,0,ham
28,0,0,0,ham
8,0,0,0,ham
158,0,0,3,ham
63,0,0,1,ham
29,0,0,0,ham
36,0,0,0,ham
38,0,0,0,ham
157,0,27,3,spam
61,0,0,1,ham
65,0,0,1,ham
166,0,16,3,spam
14,0,0,0,ham
78,0,0,0,ham
33,0,0,0,ham
46,0,1,0,ham
34,0,0,1,ham
87,0,11,1,spam
41,0,0,0,ham
36,0,0,0,ham
16,0,0,0,ham
134,0,0,1,ham
16,0,0,0,ham
132,0,17,1,spam
33,0,0,0,ham
52,0,0,0,ham
66,0,1,0,ham
160,0,15,1,spam
36,0,0,0,ham
150,0,0,0,ham
49,0,0,0,ham
67,0,2,1,ham
29,0,0,0,ham
85,0,3,12,ham
167,0,0,0,ham
163,0,21,0,spam
127,0,0,0,ham
136,0,0,2,ham
45,0,0,0,ham
57,0,0,1,ham
39,0,0,0,ham
28,0,0,0,ham
34,0,0,0,ham
53,0,0,0,ham
43,0,1,0,ham
142,0,0,2,spam
163,0,18,2,spam
160,0,15,1,spam
70,0,2,2,spam
166,0,18,1,spam
163,0,2,2,spam
166,0,21,4,spam
36,0,0,0,ham
91,0,0,1,ham
39,0,0,0,ham
59,0,0,0,ham
198,0,0,2,ham
39,0,0,0,ham
129,0,1,3,ham
112,0,13,0,spam
159,0,0,1,ham
70,0,1,0,ham
106,0,0,0,ham
56,0,0,0,ham
34,0,0,0,ham
30,0,0,0,ham
85,0,0,1,ham
35,0,0,0,ham
145,0,7,3,spam
159,0,0,0,spam
140,0,1,1,ham
49,0,0,2,ham
98,0,0,0,ham
149,0,0,0,ham
54,0,0,1,ham
59,0,0,0,ham
24,0,0,0,ham
39,0,0,0,ham
112,0,2,1,ham
29,0,0,0,ham
281,0,0,0,ham
123,0,0,1,ham
163,0,2,0,ham
33,0,0,1,ham
132,0,1,6,ham
57,0,0,0,ham
159,0,13,2,spam
136,0,2,2,ham
162,0,12,1,ham
107,0,12,0,spam
78,0,0,0,ham
13,0,0,0,ham
64,0,0,1,ham
113,0,0,0,ham
162,0,18,3,spam
61,0,0,0,ham
54,0,0,0,ham
32,0,0,0,ham
181,0,0,0,ham
97,0,0,0,ham
36,0,0,0,ham
45,0,0,0,ham
163,0,0,0,ham
73,0,0,0,ham
185,0,0,1,ham
68,0,0,1,ham
64,0,0,0,ham
30,0,0,0,ham
29,0,0,0,ham
154,0,17,1,spam
156,0,0,2,ham
170,0,1,1,ham
68,0,0,0,ham
39,0,0,0,ham
34,0,0,0,ham
40,0,0,0,ham
27,0,0,0,ham
110,0,1,0,ham
8,0,0,0,ham
131,0,0,2,ham
38,0,0,0,ham
148,0,17,0,spam
169,0,16,1,spam
80,0,0,0,ham
128,0,0,0,ham
80,0,0,0,ham
100,0,0,1,ham
162,1,6,8,spam
119,0,0,0,ham
31,0,0,1,ham
53,0,1,0,ham
30,0,0,0,ham
45,0,0,0,ham
12,0,0,0,ham
136,0,0,1,ham
196,0,5,0,ham
129,0,3,0,ham
60,0,0,1,ham
43,0,0,0,ham
34,0,0,0,ham
51,0,0,0,ham
67,0,0,1,ham
37,0,0,0,ham
199,0,0,2,ham
294,0,0,1,ham
42,0,0,0,ham
47,0,0,0,ham
75,0,1,1,ham
82,0,0,0,ham
121,0,1,2,ham
20,0,0,0,ham
54,0,0,0,ham
58,0,1,1,ham
166,0,6,30,ham
38,0,0,0,ham
157,0,25,0,spam
165,0,3,0,spam
94,0,2,0,ham
41,0,0,0,ham
141,0,0,0,ham
29,0,0,0,ham
31,0,0,0,ham
29,0,0,0,ham
102,0,1,0,ham
160,0,0,1,ham
144,0,1,0,ham
50,0,0,1,ham
76,0,1,0,ham
45,0,0,0,ham
34,0,2,1,ham
45,0,0,0,ham
89,0,0,0,ham
30,0,0,0,ham
143,0,1,31,ham
160,0,27,2,spam
133,0,1,0,ham
92,1,0,1,ham
76,0,0,1,ham
28,0,0,1,ham
30,0,0,0,ham
29,0,3,0,ham
35,0,0,0,ham
167,0,25,1,spam
33,0,0,0,ham
48,0,0,1,ham
44,0,0,0,ham
162,0,23,3,spam
88,0,0,2,ham
74,0,13,2,spam
78,0,0,0,ham
138,0,14,1,spam
52,0,0,0,ham
329,0,6,3,ham
64,0,0,0,ham
139,0,8,2,spam
47,0,0,0,ham
36,0,0,0,ham
150,0,15,5,spam
35,0,0,0,ham
43,0,0,0,ham
155,0,3,1,spam
34,0,0,0,ham
64,0,0,0,ham
161,0,0,4,ham
52,0,0,0,ham
90,0,0,0,ham
133,0,0,0,ham
135,0,0,0,ham
17,0,1,0,ham
58,0,0,0,ham
46,0,0,1,ham
148,0,23,5,spam
181,0,0,0,ham
161,0,14,2,spam
104,0,0,0,ham
77,0,0,0,ham
128,0,0,0,ham
74,0,0,2,ham
44,0,0,0,ham
22,0,0,1,ham
29,0,0,0,ham
163,0,21,3,spam
53,0,1,0,ham
43,0,0,0,ham
120,0,19,1,spam
37,0,0,0,ham
43,0,0,0,ham
30,0,0,1,ham
35,0,0,0,ham
51,0,0,0,ham
79,0,0,1,ham
46,0,0,0,ham
36,0,0,0,ham
66,0,0,1,ham
33,0,0,1,ham
35,0,0,0,ham
136,0,0,2,ham
62,0,0,1,ham
37,0,0,1,ham
145,0,0,0,ham
130,0,0,2,ham
17,0,0,0,ham
86,0,0,1,ham
162,0,0,0,ham
79,0,1,0,ham
39,0,0,1,ham
172,0,24,4,spam
89,0,0,1,ham
195,0,0,0,ham
47,0,0,0,ham
44,0,0,0,ham
43,0,0,0,ham
92,0,0,8,ham
48,0,0,0,ham
78,0,0,0,ham
70,0,0,0,ham
41,0,0,1,ham
162,0,16,5,spam
43,0,0,0,ham
32,0,0,1,ham
26,0,0,0,ham
78,0,0,0,ham
198,0,0,0,ham
105,0,2,20,ham
39,0,0,0,ham
160,0,18,0,spam
36,0,0,0,ham
159,0,0,0,ham
165,0,12,2,spam
103,0,1,0,ham
114,0,0,1,ham
32,0,0,1,ham
161,0,10,0,spam
64,0,0,0,ham
64,0,0,0,ham
141,0,1,0,ham
61,0,0,1,ham
84,0,1,0,ham
49,0,0,1,ham
53,0,0,0,ham
58,0,0,0,ham
37,0,0,0,ham
36,0,1,0,ham
60,0,0,0,ham
45,0,0,0,ham
56,0,0,1,ham
44,0,0,0,ham
48,0,0,1,ham
40,0,0,0,ham
140,0,2,0,ham
167,0,0,2,ham
53,0,1,0,ham
42,0,0,1,ham
174,0,0,1,ham
142,0,0,1,ham
38,0,0,0,ham
57,0,0,0,ham
34,0,0,0,ham
34,0,0,0,ham
110,0,5,0,ham
60,0,0,0,ham
156,0,16,2,spam
29,0,0,0,ham
58,0,0,0,ham
48,0,0,0,ham
183,0,32,4,spam
28,0,0,0,ham
56,0,0,1,ham
45,0,0,1,ham
160,0,2,2,ham
87,0,1,2,ham
31,0,0,0,ham
43,0,0,0,ham
89,0,0,0,ham
43,0,0,1,ham
31,0,0,0,ham
30,0,0,0,ham
29,0,0,0,ham
65,0,0,0,ham
51,0,0,0,ham
95,0,0,2,ham
133,0,0,0,ham
77,0,1,0,ham
35,0,0,1,ham
163,0,23,0,spam
49,0,1,1,ham
72,0,0,1,ham
46,0,0,0,ham
26,0,0,0,ham
163,0,0,6,ham
134,0,0,0,ham
43,0,1,1,ham
52,0,0,0,ham
70,0,0,0,ham
41,0,0,0,ham
120,0,18,1,spam
41,0,0,0,ham
42,0,0,8,ham
38,0,0,0,ham
23,0,0,0,ham
89,0,0,0,ham
166,0,0,1,ham
99,0,0,0,ham
44,0,0,0,ham
33,0,0,0,ham
71,0,0,1,ham
205,0,16,0,spam
42,0,0,0,ham
42,0,0,0,ham
43,0,0,0,ham
39,0,0,0,ham
164,0,18,3,spam
39,0,0,0,ham
35,0,0,0,ham
52,0,0,1,ham
142,0,2,1,ham
29,0,0,0,ham
58,0,0,0,ham
300,0,1,1,ham
33,0,0,0,ham
42,0,0,0,ham
40,0,2,0,ham
37,0,1,0,ham
54,0,0,0,ham
270,0,0,2,ham
55,0,0,0,ham
31,0,0,0,ham
44,0,0,0,ham
19,0,8,0,spam
63,0,0,0,ham
69,0,0,1,ham
75,0,0,0,ham
57,0,0,0,ham
43,0,0,0,ham
66,0,0,1,ham
159,0,0,1,ham
153,0,15,0,spam
165,0,0,3,ham
52,0,0,0,ham
27,0,0,0,ham
31,0,0,0,ham
107,0,12,0,spam
48,0,0,0,ham
53,0,0,0,ham
115,0,8,3,spam
53,0,0,0,ham
172,0,0,2,ham
35,0,0,0,ham
115,0,0,0,ham
164,0,19,2,spam
39,0,0,1,ham
70,0,0,0,ham
145,0,17,3,spam
28,0,0,0,ham
42,0,0,0,ham
27,0,0,0,ham
101,0,1,0,ham
80,0,0,0,ham
88,0,0,0,ham
42,0,0,0,ham
76,0,0,2,ham
26,0,0,0,ham
131,0,0,2,ham
30,0,1,0,ham
166,0,27,4,spam
309,0,3,1,ham
94,0,16,0,spam
28,0,0,0,ham
205,0,0,0,ham
36,0,0,0,ham
35,0,0,0,ham
44,0,0,0,ham
103,0,0,0,ham
19,0,0,0,ham
32,0,0,4,ham
163,0,3,0,spam
78,0,0,0,ham
164,0,0,2,ham
